"bibliography.congress classifications","bibliography.languages","bibliography.subjects","bibliography.title","bibliography.type","metadata.downloads","metadata.id","metadata.rank","metadata.url","bibliography.author.birth","bibliography.author.death","bibliography.author.name","bibliography.publication.day","bibliography.publication.full","bibliography.publication.month","bibliography.publication.month name","bibliography.publication.year","metadata.formats.total","metadata.formats.types","metrics.difficulty.automated readability index","metrics.difficulty.coleman liau index","metrics.difficulty.dale chall readability score","metrics.difficulty.difficult words","metrics.difficulty.flesch kincaid grade","metrics.difficulty.flesch reading ease","metrics.difficulty.gunning fog","metrics.difficulty.linsear write formula","metrics.difficulty.smog index","metrics.sentiments.polarity","metrics.sentiments.subjectivity","metrics.statistics.average letter per word","metrics.statistics.average sentence length","metrics.statistics.average sentence per word","metrics.statistics.characters","metrics.statistics.polysyllables","metrics.statistics.sentences","metrics.statistics.syllables","metrics.statistics.words"
"QA","ru","Word problems (Mathematics);Mathematics -- Problems, exercises, etc.","1001 zadacha dlia umstvennogo scheta","Text","496","16527","811","https://www.gutenberg.org/ebooks/16527","1836","1902","Rachinskii, Sergei Aleksandrovich","14","August 14, 2005","8","August","2005","7","text/html; charset=windows-1251,text/plain; charset=windows-1251,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","4.9","7.91","0.4","0","-12.5","198.72","5.2","3.5","3.1","0.25","1.0","4.7","8.0","0.12","126930","0","3209","0.9","27030"
"","en","","The Golden Gems of Life: Gathered Jewels for the Home Circle","Text","493","51374","812","https://www.gutenberg.org/ebooks/51374","0","0","Ferguson, S. C.","6","March 6, 2016","3","March","2016","7","image/jpeg,text/plain; charset=utf-8,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","13.0","11.38","6.17","14446","9.5","66.07","10.8","5.0","3.1","0.17697757970999542","0.5282491963901849","4.89","22.0","0.04","775097","6448","6961","229402.8","158526"
"","en","","Sordman the Protector","Text","491","51445","813","https://www.gutenberg.org/ebooks/51445","1936","0","Purdom, Tom","14","March 14, 2016","3","March","2016","8","image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","5.8","8.84","6.3","1149","2.9","88.74","5.2","6.0","3.1","0.07900105155230819","0.4731788469222326","4.86","8.0","0.12","38809","133","923","10403.1","7989"
"PR","en","People with disabilities -- Fiction,Artists -- Fiction,Orphans -- Fiction,Bildungsromans,Physicians -- Fiction","Of Human Bondage","Text","490","351","814","https://www.gutenberg.org/ebooks/351","1874","1965","Maugham, W. Somerset (William Somerset)","6","May 6, 2008","5","May","2008","6","text/html,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","8.3","9.28","5.38","16344","5.6","81.63","8.0","4.0","3.1","0.07034892536625358","0.5107271252332691","4.63","15.0","0.06","1201159","5672","16316","341277.3","259443"
"PQ","en","Lays -- Translations into English;Romances -- Translations into English;Marie, de France, active 12th century -- Translations into English","French Mediaeval Romances from the Lays of Marie de France","Text","489","11417","815","https://www.gutenberg.org/ebooks/11417","0","0","Marie, Queen of Rumania","3","March 3, 2004","3","March","2004","8","text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","9.3","8.65","5.59","4736","7.2","77.57","9.600000000000001","7.5","3.1","0.2107104691606505","0.5746695154300446","4.47","19.0","0.05","329626","537","3825","92768.4","73791"
"PQ","en","French fiction -- Translations into English","Against the Grain","Text","489","12341","816","https://www.gutenberg.org/ebooks/12341","1848","1907","Huysmans, J.-K. (Joris-Karl)","14","May 14, 2004","5","May","2004","7","text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","17.4","13.47","7.86","10684","13.0","51.52","13.200000000000001","26.0","8.8","0.057992504982762164","0.5193248874219464","5.25","28.0","0.04","312655","3058","2106","91548.0","59501"
"PR","en","English poetry","Browning's Shorter Poems","Text","489","16376","817","https://www.gutenberg.org/ebooks/16376","1812","1889","Browning, Robert","28","July 28, 2005","7","July","2005","8","text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook","10.0","10.67","6.87","7591","6.0","80.62","8.4","5.5","3.1","0.1285389954610535","0.4722392079223402","4.87","16.0","0.06","239594","898","2906","63913.5","49170"
"PS","en","Science fiction,War stories,Space ships -- Fiction","Mr. Spaceship","Text","489","32522","818","https://www.gutenberg.org/ebooks/32522","1928","1982","Dick, Philip K.","25","May 25, 2010","5","May","2010","8","image/jpeg,text/html; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","6.3","9.54","6.31","1520","2.9","88.74","5.2","3.5","3.1","0.04973266596754502","0.41743694337696313","4.93","8.0","0.11","52070","219","1177","14153.4","10562"
"","en","","Ambition","Text","488","51274","819","https://www.gutenberg.org/ebooks/51274","0","0","Bade, William L.","21","February 21, 2016","2","February","2016","8","text/plain,image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","7.9","10.66","6.84","1300","5.2","77.23","6.4","4.5","3.1","0.07569219316514489","0.43404886196903003","4.97","11.0","0.08","38365","248","649","10570.5","7720"
"PR","en","Historical fiction,Caribbean Area -- Fiction,Pirates -- Fiction,Physicians -- Fiction,Sea stories,Adventure stories,British -- Caribbean Area -- Fiction","Captain Blood","Text","487","1965","820","https://www.gutenberg.org/ebooks/1965","1875","1950","Sabatini, Rafael","1","November, 1999","11","November","1999","7","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","9.3","10.73","5.98","11441","6.8","73.17","8.0","1.5","3.1","0.058282885171534723","0.4910771779799587","4.88","15.0","0.06","552249","3255","7345","156525.3","113152"
"TL","en","Aeronautics -- Periodicals,Airships -- Periodicals","Jane's All the World's Aircraft. 1913","Text","487","34815","821","https://www.gutenberg.org/ebooks/34815","0","0","Unknown","2","January 2, 2011","1","January","2011","8","text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","14.5","19.8","6.93","13451","2.9","88.74","5.2","6.0","3.1","0.08034192596692613","0.33511286295069975","6.75","8.0","0.12","495674","4172","8846","95225.4","73423"
"","en","","""1812"" Napoleon I in Russia","Text","487","51418","822","https://www.gutenberg.org/ebooks/51418","1842","1904","Vereshchagin, Vasilii Vasilevich","12","March 12, 2016","3","March","2016","7","image/jpeg,text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","13.4","12.19","6.69","9678","10.7","57.61","10.8","3.5","3.1","0.06800440554784958","0.4640113191434833","5.03","22.0","0.04","391785","2869","3480","113021.1","77864"
"QH","en","Natural history,Voyages around the world -- History -- 19th century,Beagle Expedition (1831-1836),South America -- Discovery and exploration,Geology","The Voyage of the Beagle","Text","487","944","823","https://www.gutenberg.org/ebooks/944","1809","1882","Darwin, Charles","1","June, 1997","6","June","1997","7","text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","14.6","11.61","6.14","16512","10.7","63.02","12.0","11.0","3.1","0.09148821504963213","0.46567583983367417","4.93","25.0","0.04","1013480","7968","7998","297199.8","205655"
"PR","en","Country homes -- Fiction,Sisters -- Fiction,Social classes -- Fiction,Illegitimate children -- Fiction,England -- Fiction,Remarried people -- Fiction,Inheritance and succession -- Fiction,Domestic fiction","Howards End","Text","486","2891","824","https://www.gutenberg.org/ebooks/2891","1879","1970","Forster, E. M. (Edward Morgan)","1","November, 2001","11","November","2001","7","text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","7.7","10.19","5.93","11698","5.6","76.22","6.800000000000001","5.0","3.1","0.07356223902588506","0.5070000840149904","4.89","12.0","0.08","531013","2485","8872","146719.8","108676"
"PR,PS","en","American essays,English essays","Modern Essays","Text","486","38280","825","https://www.gutenberg.org/ebooks/38280","0","0","Unknown","11","December 11, 2011","12","December","2011","9","image/jpeg,text/plain; charset=utf-8,text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","12.0","11.08","7.01","12817","8.7","68.1","10.0","6.0","3.1","0.12332106363457924","0.48810731519440814","4.89","20.0","0.05","414673","3314","4063","120670.2","84843"
"PR","en","English essays -- Early modern, 1500-1700","The Essays or Counsels, Civil and Moral","Text","486","575","826","https://www.gutenberg.org/ebooks/575","1561","1626","Bacon, Francis","1","June, 1996","6","June","1996","7","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","15.7","11.21","7.24","7449","11.8","59.98","13.200000000000001","19.0","3.1","0.18285578106272385","0.523910305370067","4.81","28.0","0.03","254896","1608","1832","74285.1","53007"
"PS","en","Hudson River Valley (N.Y. and N.J.) -- Fiction;Americans -- England -- History -- 19th century;Fantasy fiction, American;Catskill Mountains Region (N.Y.) -- Fiction;Irving, Washington, 1783-1859 -- Travel -- England;England -- Social life and customs -- 19th century","The Sketch-Book of Geoffrey Crayon","Text","485","2048","827","https://www.gutenberg.org/ebooks/2048","1783","1859","Irving, Washington","1","August, 2000","8","August","2000","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","16.9","11.96","6.98","15117","12.6","57.95","14.0","28.0","8.8","0.12081327056114714","0.48880341519998","4.94","30.0","0.03","634742","4933","4253","185427.9","128395"
"HN","en","Social problems","What's Wrong with the World","Text","484","1717","828","https://www.gutenberg.org/ebooks/1717","1874","1936","Chesterton, G. K. (Gilbert Keith)","1","April, 1999","4","April","1999","6","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/rdf+xml,application/epub+zip,text/plain","12.5","10.74","6.75","7710","9.5","66.07","10.8","29.0","8.8","0.07178302884992178","0.4863486550279686","4.78","22.0","0.04","287275","2644","2640","86892.3","60066"
"BR","en","Persecution,Martyrs,Church history","Fox's Book of Martyrs: Or A History of the Lives, Sufferings, and Triumphant; Deaths of the Primitive Protestant Martyrs","Text","484","22400","829","https://www.gutenberg.org/ebooks/22400","1516","1587","Foxe, John","25","August 25, 2007","8","August","2007","8","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain","15.4","11.9","6.19","21045","11.1","62.01","12.4","30.0","8.8","0.08334225729256706","0.46701749254107433","4.98","26.0","0.04","1313898","9945","9837","380135.7","263862"
"PR","en","Hamlet (Legendary character) -- Drama,Tragedies,Murder victims' families -- Drama,Princes -- Drama,Denmark -- Drama,Fathers -- Death -- Drama,Revenge -- Drama,Kings and rulers -- Succession -- Drama","Hamlet, Prince of Denmark","Text","484","27761","830","https://www.gutenberg.org/ebooks/27761","1564","1616","Shakespeare, William","10","January 10, 2009","1","January","2009","8","text/html; charset=utf-8,text/plain; charset=us-ascii,text/plain; charset=utf-8,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","10.0","12.58","6.65","4772","4.8","83.66","7.2","5.5","3.1","0.1413975814238429","0.5334191918099934","5.25","13.0","0.07","167162","570","2386","41687.1","31823"
"PR","en","Science fiction","The Night Land","Text","483","10662","831","https://www.gutenberg.org/ebooks/10662","1877","1918","Hodgson, William Hope","9","January 9, 2004","1","January","2004","6","text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain","18.3","7.79","2.54","6981","14.2","64.72","18.0","26.0","3.1","0.14868612577409168","0.5432977426414309","4.17","40.0","0.02","821706","1458","4901","239606.1","197075"
"PR","en","Ghost stories,English fiction","Three Ghost Stories","Text","483","1289","832","https://www.gutenberg.org/ebooks/1289","1812","1870","Dickens, Charles","9","March 9, 2013","3","March","2013","6","text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","11.6","9.98","7.1","3227","9.1","67.08","10.4","6.5","3.1","0.07190042841092642","0.4723569235823697","4.7","21.0","0.05","99041","657","970","28866.6","21066"
"PS","en","Science fiction,Short stories,Time travel -- Fiction","The Skull","Text","483","30255","833","https://www.gutenberg.org/ebooks/30255","1928","1982","Dick, Philip K.","14","October 14, 2009","10","October","2009","6","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain","5.7","8.89","6.26","1102","2.9","88.74","5.2","5.0","3.1","0.06457596013807312","0.45014969550573203","4.87","8.0","0.12","38008","131","922","10189.8","7812"
"","en","","The Story of Elizabeth Canning Considered","Text","483","51334","834","https://www.gutenberg.org/ebooks/51334","1858","1916","Hill, John A. (John Alexander)","29","February 29, 2016","2","February","2016","7","image/jpeg,text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","16.1","10.51","7.46","1534","12.6","57.95","14.0","5.5","8.8","0.10141019099684441","0.5336613180238673","4.69","30.0","0.03","48751","337","336","14367.6","10390"
"PR","en","Ocean travel -- Fiction,Women travelers -- Fiction,Bildungsromans,Love stories,Young women -- Fiction,British -- South America -- Fiction","The Voyage Out","Text","482","144","835","https://www.gutenberg.org/ebooks/144","1882","1941","Woolf, Virginia","12","January 12, 2006","1","January","2006","7","text/plain; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","9.6","10.38","5.8","11835","7.2","72.16","8.4","13.0","3.1","0.08292245803351996","0.49767984688045314","4.82","16.0","0.06","655337","3208","8150","183927.6","136016"
"PA","en","Classical literature,Metamorphosis -- Fiction","The Golden Asse","Text","482","1666","836","https://www.gutenberg.org/ebooks/1666","0","0","Apuleius","21","February 21, 2006","2","February","2006","7","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain","26.1","10.35","7.47","6644","20.8","36.63","22.400000000000002","14.0","3.1","0.16956594114985257","0.5349162318413028","4.61","51.0","0.02","371394","1281","1559","109950.3","80581"
"PA","en","Abelard, Peter, 1079-1142 -- Correspondence;Love-letters;Authors, Latin (Medieval and modern) -- France -- Correspondence;Héloïse, approximately 1095-1163 or 1164 -- Correspondence","Letters of Abelard and Heloise: To which is prefix'd a particular account of their lives, amours, and misfortunes","Text","482","35977","837","https://www.gutenberg.org/ebooks/35977","0","1163","Heloise","27","April 27, 2011","4","April","2011","7","text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook","12.5","10.62","6.57","5565","9.5","66.07","10.8","3.5","3.1","0.1260984354024401","0.5583840755560185","4.76","22.0","0.04","227069","1413","2079","66871.8","47674"
"LB","en","Montessori method of education","The Montessori Method: Scientific Pedagogy as Applied to Child Education in 'The Children's Houses' with Additions and Revisions by the Author","Text","482","39863","838","https://www.gutenberg.org/ebooks/39863","1870","1952","Montessori, Maria","31","May 31, 2012","5","May","2012","7","application/rdf+xml,text/html; charset=iso-8859-1,text/plain,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","15.4","12.48","6.28","10516","11.9","54.56","12.0","12.0","8.8","0.12238194753972871","0.48735885015369124","5.08","25.0","0.04","600723","6521","4570","175430.7","118351"
"","de","","The German Classics from the Fourth to the Nineteenth Century, Vol. 1 (of 2)","Text","482","51389","839","https://www.gutenberg.org/ebooks/51389","1823","1900","Muller, F. Max (Friedrich Max)","7","March 7, 2016","3","March","2016","6","image/jpeg,text/plain; charset=utf-8,text/html; charset=utf-8,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","12.2","12.82","6.92","30157","5.6","87.05","9.200000000000001","6.0","3.1","0.05266262012845208","0.4034631806309031","5.19","18.0","0.05","1034461","3039","10914","245326.5","199486"
"PR","en","Biographers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Poets -- Family relationships -- Fiction,London (England) -- Fiction,Mothers and daughters -- Fiction,Domestic fiction,Young women -- Fiction,Love stories","Night and Day","Text","481","1245","840","https://www.gutenberg.org/ebooks/1245","1882","1941","Woolf, Virginia","1","March, 1998","3","March","1998","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.8","11.08","5.83","13662","7.9","70.13","9.200000000000001","17.5","3.1","0.09658642284740927","0.5055298212462686","4.89","18.0","0.05","812422","5127","9032","232335.9","166200"
"PS","en","Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction;Revenge -- Fiction;Psychological fiction;Triangles (Interpersonal relations) -- Fiction;Women immigrants -- Fiction;Illegitimate children -- Fiction;Historical fiction;Married women -- Fiction;Clergy -- Fiction;Puritans -- Fiction;Adultery -- Fiction","The Scarlet Letter","Text","481","25344","841","https://www.gutenberg.org/ebooks/25344","1804","1864","Hawthorne, Nathaniel","5","May 5, 2008","5","May","2008","8","text/plain; charset=utf-8,text/plain; charset=us-ascii,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook","13.7","12.13","6.72","10324","9.9","65.05","11.200000000000001","4.5","3.1","0.08795711497479257","0.49797372095211556","5.02","23.0","0.04","421010","3315","3644","120875.4","83817"
"PQ","en","Detective and mystery stories;Rouletabille, Joseph (Fictitious character) -- Fiction;Reporters and reporting -- Fiction","The Mystery of the Yellow Room","Text","480","1685","842","https://www.gutenberg.org/ebooks/1685","1868","1927","Leroux, Gaston","1","March, 1999","3","March","1999","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","9.9","10.67","5.83","6481","7.2","72.16","8.4","13.5","3.1","0.07345189135831416","0.47604070314064406","4.87","16.0","0.06","356919","2647","4362","102702.6","73251"
"PA","en","Rome -- History -- Civil War, 49-48 B.C.;Gaul -- History -- Gallic Wars, 58-51 B.C.","""De Bello Gallico"" and Other Commentaries","Text","478","10657","843","https://www.gutenberg.org/ebooks/10657","-100","-44","Caesar, Julius","9","January 9, 2004","1","January","2004","7","text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","20.9","12.25","6.7","12447","15.4","50.84","16.8","13.5","8.8","0.12410392918942957","0.454345734069688","4.99","37.0","0.03","798061","5173","4240","229664.7","159795"
"BL,PB","en","Mythology, Celtic;Celts -- Religion","Myths & Legends of the Celtic Race","Text","478","34081","844","https://www.gutenberg.org/ebooks/34081","1857","1920","Rolleston, T. W. (Thomas William)","16","October 16, 2010","10","October","2010","11","application/prs.tei,text/plain; charset=us-ascii,text/html; charset=utf-8,application/pdf,text/plain; charset=utf-8,application/octet-stream,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","13.7","11.09","6.45","14495","10.3","64.04","11.600000000000001","10.5","3.1","0.12830201517402923","0.46384385373554865","4.84","24.0","0.04","683116","3762","5736","190580.4","141007"
"G","en","Political science -- Handbooks, manuals, etc.;World politics -- Handbooks, manuals, etc.;Political statistics -- Handbooks, manuals, etc.;Geography -- Handbooks, manuals, etc.","The 2010 CIA World Factbook","Text","478","35830","845","https://www.gutenberg.org/ebooks/35830","0","0","United States. Central Intelligence Agency","11","April 11, 2011","4","April","2011","11","text/html,image/jpeg,text/plain; charset=utf-8,text/plain; charset=us-ascii,image/gif,text/plain,application/octet-stream,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","15.2","18.49","1.1","42141","7.6","65.73","7.6000000000000005","7.5","8.8","0.03009633929176575","0.32788085324238225","6.27","14.0","0.07","10286089","131707","115413","2396909.7","1640506"
"PG","en","Russia -- Social life and customs -- Drama,Russian drama -- Translations into English,Comedies","The Inspector-General","Text","478","3735","846","https://www.gutenberg.org/ebooks/3735","1809","1852","Gogol, Nikolai Vasilevich","1","February, 2003","2","February","2003","8","text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","6.6","9.83","5.98","3523","4.4","79.26","5.6000000000000005","15.5","3.1","0.11002336165492482","0.501097532007289","4.93","9.0","0.1","144918","863","3055","40373.1","29373"
"","en","","Toadstools, mushrooms, fungi, edible and poisonous; one thousand American fungi","Text","478","51393","847","https://www.gutenberg.org/ebooks/51393","0","0","Macadam, Robert K.","8","March 8, 2016","3","March","2016","6","image/jpeg,text/html; charset=utf-8,text/plain; charset=utf-8,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","11.9","15.76","5.69","22048","7.6","60.31","6.4","7.0","3.1","0.038408118660845474","0.43208731182618487","5.9","11.0","0.09","1363230","15152","20954","362191.5","231146"
"PR","en","Short stories, New Zealand;New Zealand -- Social life and customs -- Fiction","The Garden Party, and Other Stories","Text","477","1429","848","https://www.gutenberg.org/ebooks/1429","1888","1923","Mansfield, Katherine","1","1998","1","January","1998","7","text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","6.9","9.38","5.85","6029","4.0","85.69","6.4","1.5","3.1","0.04379000729409234","0.4923300367723425","4.8","11.0","0.09","274198","693","5007","74325.6","57173"
"PQ","en","Life on other planets -- Fiction;Voyages, Imaginary -- Fiction;Interplanetary voyages -- Fiction;Short stories;Science fiction","Micromegas","Text","477","30123","849","https://www.gutenberg.org/ebooks/30123","1694","1778","Voltaire","28","September 28, 2009","9","September","2009","7","text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain","11.3","11.14","7.22","1286","8.3","69.11","9.600000000000001","4.5","3.1","0.07680243704031862","0.5312174843907336","4.9","19.0","0.05","37744","330","400","10782.0","7702"
"PQ","es","Authors -- Fiction,Andalusia (Spain) -- Social life and customs -- Fiction,Donkeys -- Fiction","Platero y yo","Text","476","9980","850","https://www.gutenberg.org/ebooks/9980","1881","1958","Jimenez, Juan Ramon","1","February, 2006","2","February","2006","7","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","12.9","14.9","8.43","7942","9.1","56.25","8.0","31.0","3.1","0.06647432940696632","0.48699439522529864","5.6","15.0","0.06","173502","1726","1938","48623.4","30987"
"PL","en","Ethics -- China;Philosophy, Chinese","The Analects of Confucius (from the Chinese Classics)","Text","475","3330","851","https://www.gutenberg.org/ebooks/3330","-551","-479","Confucius","1","July, 2002","7","July","2002","6","text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain","9.3","9.8","6.07","2961","6.4","79.6","8.8","11.5","3.1","0.13473181478419755","0.5483378387165824","4.72","17.0","0.06","138419","624","1722","37985.4","29311"
"PN,GR","en","Folklore -- England,Fairy tales -- England","English Fairy Tales","Text","475","7439","852","https://www.gutenberg.org/ebooks/7439","0","0","Unknown","1","February, 2005","2","February","2005","8","text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook","9.5","8.82","5.83","4811","6.0","86.03","9.600000000000001","7.5","3.1","0.0797049039978293","0.49371392293611027","4.5","19.0","0.05","274260","811","3135","74587.5","60883"
"PS","en","Paris (France) -- Fiction,Man-woman relationships -- Fiction,Americans -- France -- Fiction,Psychological fiction,Young men -- Fiction","The Ambassadors","Text","474","432","853","https://www.gutenberg.org/ebooks/432","1843","1916","James, Henry","1","February, 1996","2","February","1996","7","text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain","10.0","10.21","5.79","13443","7.6","71.14","8.8","11.0","3.1","0.13282047128407817","0.5079733387759909","4.79","17.0","0.06","775285","4846","9123","219842.1","162021"
"","en","","A Pail of Air","Text","473","51461","854","https://www.gutenberg.org/ebooks/51461","1910","1992","Leiber, Fritz","15","March 15, 2016","3","March","2016","8","image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","8.8","8.59","6.29","645","6.8","78.59","9.200000000000001","7.0","3.1","0.053383245107383036","0.4816585212173448","4.46","18.0","0.05","25861","76","313","7294.5","5800"
"PL","en","Autobiographical fiction;China -- History -- Qing dynasty, 1644-1912 -- Fiction;Domestic fiction;Cao, Xueqin, approximately 1717-1763 -- Fiction;Jia, Baoyu (Fictitious character) -- Fiction","Hung Lou Meng, or, the Dream of the Red Chamber, a Chinese Novel, Book I","Text","473","9603","855","https://www.gutenberg.org/ebooks/9603","1715","1763","Cao, Xueqin","1","January, 2006","1","January","2006","8","text/html,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","14.5","10.51","6.05","12542","10.3","69.45","12.8","14.0","3.1","0.10779523916128833","0.4490715424049771","4.74","27.0","0.04","874241","4051","6757","248011.2","184327"
"PR","en","England -- Fiction,Detective and mystery stories","The Red House Mystery","Text","472","1872","856","https://www.gutenberg.org/ebooks/1872","1882","1956","Milne, A. A. (Alan Alexander)","1","August, 1999","8","August","1999","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","6.7","9.09","5.5","5036","4.0","85.69","6.4","5.5","3.1","0.06645752208777729","0.4870598107871714","4.75","11.0","0.09","287012","1127","5210","78778.8","60370"
"PR","en","Psychological fiction,Triangles (Interpersonal relations) -- Fiction,Missing persons -- Fiction,England -- Fiction,Mystery fiction,Choral conductors -- Fiction,Cathedrals -- Fiction,Separation (Psychology) -- Fiction","The Mystery of Edwin Drood","Text","472","564","857","https://www.gutenberg.org/ebooks/564","1812","1870","Dickens, Charles","25","December 25, 2010","12","December","2010","7","text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","9.8","10.61","6.24","10966","7.2","72.16","8.4","5.5","3.1","0.08760718903691751","0.4992177504633191","4.86","16.0","0.06","464174","2701","5743","129901.5","95606"
"PQ","en","Murder -- Fiction,Guilt -- Fiction,Adultery -- Fiction","Theresa Raquin","Text","471","6626","858","https://www.gutenberg.org/ebooks/6626","1840","1902","Zola, Emile","22","April 22, 2006","4","April","2006","7","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","10.5","10.79","5.95","6591","7.6","71.14","8.8","19.0","3.1","0.013582576325879343","0.4919608853956109","4.89","17.0","0.06","346902","1810","3984","99846.0","70936"
