"Dimensions.Height","Dimensions.Length","Dimensions.Width","Engine Information.Driveline","Engine Information.Engine Type","Engine Information.Hybrid","Engine Information.Number of Forward Gears","Engine Information.Transmission","Fuel Information.City mpg","Fuel Information.Fuel Type","Fuel Information.Highway mpg","Identification.Classification","Identification.ID","Identification.Make","Identification.Model Year","Identification.Year","Engine Information.Engine Statistics.Horsepower","Engine Information.Engine Statistics.Torque"
"104","172","85","Rear-wheel drive","Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged","True","6","6 Speed Manual","15","Gasoline","23","Manual transmission","2011 Ford Shelby GT500 Coupe","Ford","2011 Ford Shelby GT500 Coupe","2011","550","510"
"104","172","85","Rear-wheel drive","Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged","True","6","6 Speed Manual","15","Gasoline","23","Manual transmission","2010 Ford Mustang Shelby GT500 Coupe","Ford","2010 Ford Mustang Shelby GT500 Coupe","2010","550","510"
"139","172","85","Rear-wheel drive","Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged","True","6","6 Speed Manual","14","Gasoline","22","Manual transmission","2010 Ford Mustang Shelby GT500 Convertible","Ford","2010 Ford Mustang Shelby GT500 Convertible","2010","550","510"
"24","10","191","Front-wheel drive","Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2011 Kia Sedona LX","Kia","2011 Kia Sedona","2011","271","248"
"36","10","191","Front-wheel drive","Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2011 Kia Sedona EX","Kia","2011 Kia Sedona","2011","271","248"
"224","202","191","Front-wheel drive","Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs","True","5","5 Speed Automatic Select Shift","17","Gasoline","23","Automatic transmission","2010 Kia Sedona","Kia","2010 Kia Sedona","2010","244","253"
"224","10","191","Front-wheel drive","Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs","True","5","5 Speed Automatic Select Shift","17","Gasoline","23","Automatic transmission","2010 Kia Sedona LX","Kia","2010 Kia Sedona","2010","244","253"
"224","10","191","Front-wheel drive","Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs","True","5","5 Speed Automatic Select Shift","17","Gasoline","23","Automatic transmission","2010 Kia Sedona EX","Kia","2010 Kia Sedona","2010","244","253"
"220","79","113","All-wheel drive","Audi 4.2L 8 cylinder 420hp 317 ft-lbs","True","6","6 Speed Manual","11","Gasoline","20","Manual transmission","2011 Audi R8 Spyder 4.2","Audi","2011 Audi R8 Spyder","2011","420","317"
"188","115","242","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","31","Manual transmission","2010 Volkswagen GTI 4-Door","Volkswagen","2010 Volkswagen GTI 4-Door","2010","200","207"
"220","83","113","All-wheel drive","Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs","True","6","6 Speed Manual","12","Gasoline","19","Manual transmission","2011 Audi R8 Spyder 5.2","Audi","2011 Audi R8 Spyder","2011","525","391"
"173","63","92","Front-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Manual","20","Gasoline","27","Manual transmission","2012 Kia Sorento","Kia","2012 Kia Sorento","2012","175","169"
"173","63","92","Front-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2012 Kia Sorento LX","Kia","2012 Kia Sorento","2012","175","169"
"173","63","92","All-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","27","Automatic transmission","2012 Kia Sorento LX AWD","Kia","2012 Kia Sorento","2012","175","169"
"173","63","92","Front-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2012 Kia Sorento LX V6","Kia","2012 Kia Sorento","2012","276","248"
"173","63","92","All-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","24","Automatic transmission","2012 Kia Sorento LX V6 AWD","Kia","2012 Kia Sorento","2012","276","248"
"173","63","92","Front-wheel drive","Kia 2.4L 4 Cylinder 191 hp 181 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","32","Automatic transmission","2012 Kia Sorento EX","Kia","2012 Kia Sorento","2012","191","181"
"173","63","92","All-wheel drive","Kia 2.4L 4 Cylinder 191 hp 181 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","28","Automatic transmission","2012 Kia Sorento EX AWD","Kia","2012 Kia Sorento","2012","191","181"
"173","63","92","Front-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2012 Kia Sorento EX V6","Kia","2012 Kia Sorento","2012","276","248"
"173","63","92","All-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","24","Automatic transmission","2012 Kia Sorento EX V6 AWD","Kia","2012 Kia Sorento","2012","276","248"
"163","63","92","Front-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2012 Kia Sorento SX","Kia","2012 Kia Sorento","2012","276","248"
"163","63","92","All-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","24","Automatic transmission","2012 Kia Sorento SX AWD","Kia","2012 Kia Sorento","2012","276","248"
"126","109","248","All-wheel drive","Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged","True","6","6 Speed Manual","18","Gasoline","27","Manual transmission","2012 Audi S4 Sedan 3.0","Audi","2012 Audi S4 Sedan","2012","333","325"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs","True","6","6 Speed Manual","17","Gasoline","29","Manual transmission","2010 Chevrolet Camaro Coupe 1LS","Chevrolet","2010 Chevrolet Camaro Coupe","2010","304","273"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","29","Automatic transmission","2010 Chevrolet Camaro Coupe 1LS AT","Chevrolet","2010 Chevrolet Camaro Coupe","2010","304","273"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs","True","6","6 Speed Manual","17","Gasoline","29","Manual transmission","2010 Chevrolet Camaro Coupe 1LT","Chevrolet","2010 Chevrolet Camaro Coupe","2010","304","273"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","29","Automatic transmission","2010 Chevrolet Camaro Coupe 1LT AT","Chevrolet","2010 Chevrolet Camaro Coupe","2010","304","273"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs","True","6","6 Speed Manual","17","Gasoline","29","Manual transmission","2010 Chevrolet Camaro Coupe 2LT","Chevrolet","2010 Chevrolet Camaro Coupe","2010","304","273"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","29","Automatic transmission","2010 Chevrolet Camaro Coupe 2LT AT","Chevrolet","2010 Chevrolet Camaro Coupe","2010","304","273"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2010 Chevrolet Camaro Coupe 1SS","Chevrolet","2010 Chevrolet Camaro Coupe","2010","426","420"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","16","Gasoline","25","Automatic transmission","2010 Chevrolet Camaro Coupe 1SS AT","Chevrolet","2010 Chevrolet Camaro Coupe","2010","426","420"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2010 Chevrolet Camaro Coupe 2SS","Chevrolet","2010 Chevrolet Camaro Coupe","2010","426","420"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","16","Gasoline","25","Automatic transmission","2010 Chevrolet Camaro Coupe 2SS AT","Chevrolet","2010 Chevrolet Camaro Coupe","2010","426","420"
"147","95","214","All-wheel drive","Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged","True","6","6 Speed Manual","18","Gasoline","27","Manual transmission","2011 Audi S4 Sedan 3.0","Audi","2011 Audi S4 Sedan","2011","333","325"
"173","63","92","Front-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Manual","20","Gasoline","27","Manual transmission","2011 Kia Sorento","Kia","2011 Kia Sorento","2011","175","169"
"173","63","92","Front-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2011 Kia Sorento LX","Kia","2011 Kia Sorento","2011","175","169"
"173","63","92","All-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","27","Automatic transmission","2011 Kia Sorento LX AWD","Kia","2011 Kia Sorento","2011","175","169"
"208","63","92","Front-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Kia Sorento LX V6","Kia","2011 Kia Sorento","2011","276","248"
"208","63","92","All-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","24","Automatic transmission","2011 Kia Sorento LX V6 AWD","Kia","2011 Kia Sorento","2011","276","248"
"208","63","92","Front-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","29","Automatic transmission","2011 Kia Sorento EX","Kia","2011 Kia Sorento","2011","175","169"
"208","63","92","All-wheel drive","Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","27","Automatic transmission","2011 Kia Sorento EX AWD","Kia","2011 Kia Sorento","2011","175","169"
"208","63","92","Front-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Kia Sorento EX V6","Kia","2011 Kia Sorento","2011","276","248"
"208","63","92","All-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","24","Automatic transmission","2011 Kia Sorento EX V6 AWD","Kia","2011 Kia Sorento","2011","276","248"
"198","52","92","Front-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Kia Sorento SX","Kia","2011 Kia Sorento","2011","276","248"
"198","52","92","All-wheel drive","Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","24","Automatic transmission","2011 Kia Sorento SX AWD","Kia","2011 Kia Sorento","2011","276","248"
"99","87","62","Front-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2012 Kia Sportage","Kia","2012 Kia Sportage","2012","176","168"
"99","87","62","Front-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","32","Automatic transmission","2012 Kia Sportage LX","Kia","2012 Kia Sportage","2012","176","168"
"99","87","62","All-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","28","Automatic transmission","2012 Kia Sportage LX AWD","Kia","2012 Kia Sportage","2012","176","168"
"99","87","62","Front-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","32","Automatic transmission","2012 Kia Sportage EX","Kia","2012 Kia Sportage","2012","176","168"
"99","87","62","All-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","28","Automatic transmission","2012 Kia Sportage EX AWD","Kia","2012 Kia Sportage","2012","176","168"
"99","98","62","Front-wheel drive","Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo","True","6","6 Speed Automatic Select Shift","22","Gasoline","29","Automatic transmission","2012 Kia Sportage SX","Kia","2012 Kia Sportage","2012","260","269"
"99","98","62","All-wheel drive","Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo","True","6","6 Speed Automatic Select Shift","21","Gasoline","26","Automatic transmission","2012 Kia Sportage SX AWD","Kia","2012 Kia Sportage","2012","260","269"
"200","105","249","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel","True","6","6 Speed Manual","30","Diesel fuel","41","Manual transmission","2010 Volkswagen Golf 2.0L 2-Door TDI","Volkswagen","2010 Volkswagen Golf 2-Door","2010","140","236"
"200","105","249","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","22","Gasoline","30","Manual transmission","2010 Volkswagen Golf 2-Door","Volkswagen","2010 Volkswagen Golf 2-Door","2010","170","177"
"200","105","249","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Golf 2-Door AT","Volkswagen","2010 Volkswagen Golf 2-Door","2010","170","177"
"99","87","62","Front-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2011 Kia Sportage","Kia","2011 Kia Sportage","2011","176","168"
"99","87","62","Front-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","31","Automatic transmission","2011 Kia Sportage LX","Kia","2011 Kia Sportage","2011","176","168"
"99","87","62","All-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","28","Automatic transmission","2011 Kia Sportage LX AWD","Kia","2011 Kia Sportage","2011","176","168"
"99","87","62","Front-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","22","Gasoline","31","Automatic transmission","2011 Kia Sportage EX","Kia","2011 Kia Sportage","2011","176","168"
"99","87","62","All-wheel drive","Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","28","Automatic transmission","2011 Kia Sportage EX AWD","Kia","2011 Kia Sportage","2011","176","168"
"99","98","62","Front-wheel drive","Kia 2.0L 4 Cylinder 260 hp 264 ft-lbs Turbo","True","6","6 Speed Automatic Select Shift","22","Gasoline","27","Automatic transmission","2011 Kia Sportage SX","Kia","2011 Kia Sportage","2011","260","264"
"99","98","62","All-wheel drive","Kia 2.0L 4 Cylinder 260 hp 264 ft-lbs Turbo","True","6","6 Speed Automatic Select Shift","21","Gasoline","25","Automatic transmission","2011 Kia Sportage SX AWD","Kia","2011 Kia Sportage","2011","260","264"
"126","109","34","All-wheel drive","Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged","True","6","6 Speed Manual","18","Gasoline","27","Manual transmission","2010 Audi S4 Sedan 3.0","Audi","2010 Audi S4 Sedan","2010","333","325"
"158","255","8","Front-wheel drive","Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","20","Gasoline","25","Manual transmission","2010 Kia Sportage LX","Kia","2010 Kia Sportage","2010","140","136"
"158","255","8","Front-wheel drive","Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","4","4 Speed Automatic Select Shift","20","Gasoline","25","Automatic transmission","2010 Kia Sportage LX AT","Kia","2010 Kia Sportage","2010","140","136"
"158","255","8","Four-wheel drive","Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs","True","5","5 Speed Manual","19","Gasoline","24","Manual transmission","2010 Kia Sportage LX 4WD","Kia","2010 Kia Sportage","2010","140","136"
"158","255","8","Front-wheel drive","Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs","True","4","4 Speed Automatic Select Shift","18","Gasoline","23","Automatic transmission","2010 Kia Sportage LX V6","Kia","2010 Kia Sportage","2010","173","178"
"158","255","8","Four-wheel drive","Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs","True","4","4 Speed Automatic Select Shift","18","Gasoline","23","Automatic transmission","2010 Kia Sportage LX V6 4WD","Kia","2010 Kia Sportage","2010","173","178"
"158","255","8","Front-wheel drive","Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs","True","4","4 Speed Automatic Select Shift","18","Gasoline","23","Automatic transmission","2010 Kia Sportage EX","Kia","2010 Kia Sportage","2010","173","178"
"158","255","8","Four-wheel drive","Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs","True","4","4 Speed Automatic Select Shift","18","Gasoline","23","Automatic transmission","2010 Kia Sportage EX 4WD","Kia","2010 Kia Sportage","2010","173","178"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2010 Honda Civic DX Sedan","Honda","2010 Honda Civic Sedan","2010","140","128"
"117","105","214","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2010 Honda Civic DX Sedan AT","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2010 Honda Civic DX-VP Sedan","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2010 Honda Civic DX-VP Sedan AT","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2010 Honda Civic LX Sedan","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2010 Honda Civic LX Sedan AT","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2010 Honda Civic LX-S Sedan","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2010 Honda Civic LX-S Sedan AT","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2010 Honda Civic EX Sedan","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2010 Honda Civic EX Sedan AT","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2010 Honda Civic EX-L Sedan","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2010 Honda Civic EX-L Sedan AT","Honda","2010 Honda Civic Sedan","2010","140","128"
"155","151","216","Front-wheel drive","Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2010 Honda Civic Si Sedan","Honda","2010 Honda Civic Sedan","2010","197","139"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 113 hp 109 ft-lbs CNG","True","5","5 Speed Automatic","24","Compressed natural gas","36","Automatic transmission","2010 Honda Civic GX Sedan","Honda","2010 Honda Civic Sedan","2010","113","109"
"41","20","57","Rear-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic Select Shift","15","Gasoline","22","Automatic transmission","2011 Nissan Pathfinder SV","Nissan","2011 Nissan Pathfinder","2011","266","288"
"41","20","57","Rear-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic Select Shift","15","Gasoline","22","Automatic transmission","2011 Nissan Pathfinder Silver Edition","Nissan","2011 Nissan Pathfinder","2011","266","288"
"52","20","57","Four-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic Select Shift","14","Gasoline","20","Automatic transmission","2011 Nissan Pathfinder Silver Edition 4x4","Nissan","2011 Nissan Pathfinder","2011","266","288"
"52","20","57","Four-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic Select Shift","14","Gasoline","20","Automatic transmission","2011 Nissan Pathfinder SV 4x4","Nissan","2011 Nissan Pathfinder","2011","266","288"
"36","20","57","Rear-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic","15","Gasoline","22","Automatic transmission","2011 Nissan Pathfinder S","Nissan","2011 Nissan Pathfinder","2011","266","288"
"52","20","57","Four-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic","14","Gasoline","20","Automatic transmission","2011 Nissan Pathfinder S 4x4","Nissan","2011 Nissan Pathfinder","2011","266","288"
"41","20","57","Rear-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic Select Shift","15","Gasoline","22","Automatic transmission","2011 Nissan Pathfinder LE","Nissan","2011 Nissan Pathfinder","2011","266","288"
"54","20","57","Four-wheel drive","Nissan 5.6L 8 Cylinder 310 hp 388 ft-lbs","True","5","5 Speed Automatic Select Shift","13","Gasoline","18","Automatic transmission","2011 Nissan Pathfinder LE 4x4 V8","Nissan","2011 Nissan Pathfinder","2011","310","388"
"52","20","57","Four-wheel drive","Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs","True","5","5 Speed Automatic Select Shift","14","Gasoline","20","Automatic transmission","2011 Nissan Pathfinder LE 4x4","Nissan","2011 Nissan Pathfinder","2011","266","288"
"188","68","97","Front-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","28","Automatic transmission","2011 Hyundai Santa Fe GLS AT","Hyundai","2011 Hyundai Santa Fe","2011","175","169"
"188","68","97","All-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Hyundai Santa Fe SE AWD","Hyundai","2011 Hyundai Santa Fe","2011","276","248"
"188","68","97","All-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Hyundai Santa Fe Limited 3.5 AWD","Hyundai","2011 Hyundai Santa Fe","2011","276","248"
"188","68","97","Front-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Hyundai Santa Fe SE","Hyundai","2011 Hyundai Santa Fe","2011","276","248"
"188","68","97","All-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","25","Automatic transmission","2011 Hyundai Santa Fe GLS AT AWD","Hyundai","2011 Hyundai Santa Fe","2011","175","169"
"188","68","97","Front-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Hyundai Santa Fe Limited 3.5","Hyundai","2011 Hyundai Santa Fe","2011","276","248"
"188","68","97","Front-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","28","Automatic transmission","2011 Hyundai Santa Fe Limited","Hyundai","2011 Hyundai Santa Fe","2011","175","169"
"188","68","97","Front-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Manual","19","Gasoline","26","Manual transmission","2011 Hyundai Santa Fe GLS","Hyundai","2011 Hyundai Santa Fe","2011","175","169"
"188","68","97","All-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Hyundai Santa Fe GLS 3.5 AWD","Hyundai","2011 Hyundai Santa Fe","2011","276","248"
"188","68","97","Front-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2011 Hyundai Santa Fe GLS 3.5","Hyundai","2011 Hyundai Santa Fe","2011","276","248"
"188","68","97","Front-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2010 Hyundai Santa Fe SE","Hyundai","2010 Hyundai Santa Fe","2010","276","248"
"188","68","97","All-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2010 Hyundai Santa Fe Limited 3.5 AWD","Hyundai","2010 Hyundai Santa Fe","2010","276","248"
"188","68","97","All-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","21","Gasoline","27","Automatic transmission","2010 Hyundai Santa Fe GLS AT AWD","Hyundai","2010 Hyundai Santa Fe","2010","175","169"
"188","68","97","Front-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","28","Automatic transmission","2010 Hyundai Santa Fe Limited","Hyundai","2010 Hyundai Santa Fe","2010","175","169"
"188","68","97","Front-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2010 Hyundai Santa Fe Limited 3.5","Hyundai","2010 Hyundai Santa Fe","2010","276","248"
"188","68","97","All-wheel drive","Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","26","Automatic transmission","2010 Hyundai Santa Fe SE AWD","Hyundai","2010 Hyundai Santa Fe","2010","276","248"
